YearEnd,COUNT(LocationDesc),LocationDesc,Question,AVG(DataValue),StratificationCategory1,Stratification1
2015,1,Nevada,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Caucasian
2015,1,New Hampshire,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,1,New Hampshire,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Gender,Female
2015,1,New Hampshire,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2015,1,New Hampshire,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Male
2015,1,New Hampshire,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Multiracial
2015,1,New Hampshire,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2015,1,New Hampshire,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Overall,Overall
2015,1,New Hampshire,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Caucasian
2015,1,New Jersey,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,African American
2015,1,New Jersey,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Gender,Female
2015,1,New Jersey,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2015,1,New Jersey,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2015,1,New Jersey,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Multiracial
2015,1,New Jersey,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Other
2015,1,New Jersey,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2015,1,New Jersey,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2015,1,New Mexico,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,African American
2015,1,New Mexico,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2015,1,New Mexico,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2015,1,New Mexico,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2015,1,New Mexico,Median daily frequency of vegetable consumption among adults aged >= 18 years,2.2,Race/Ethnicity,Multiracial
2015,1,New Mexico,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Other
2015,1,New Mexico,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2015,1,New Mexico,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Caucasian
2015,1,New York,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,African American
2015,1,New York,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Gender,Female
2015,1,New York,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Hispanic
2015,1,New York,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2015,1,New York,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Multiracial
2015,1,New York,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2015,1,New York,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2015,1,New York,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Caucasian
2015,1,North Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,African American
2015,1,North Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2015,1,North Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Hispanic
2015,1,North Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2015,1,North Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Multiracial
2015,1,North Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2015,1,North Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2015,1,North Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2015,1,North Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,1,North Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2015,1,North Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Hispanic
2015,1,North Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Gender,Male
2015,1,North Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Multiracial
2015,1,North Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Other
2015,1,North Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2015,1,North Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2015,1,Ohio,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,African American
2015,1,Ohio,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2015,1,Ohio,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Hispanic
2015,1,Ohio,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Gender,Male
2015,1,Ohio,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Multiracial
2015,1,Ohio,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2015,1,Ohio,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2015,1,Ohio,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2015,1,Oklahoma,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,African American
2015,1,Oklahoma,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Female
2015,1,Oklahoma,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Hispanic
2015,1,Oklahoma,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Gender,Male
2015,1,Oklahoma,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Multiracial
2015,1,Oklahoma,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Other
2015,1,Oklahoma,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Overall,Overall
2015,1,Oklahoma,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2015,1,Oregon,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,1,Oregon,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Gender,Female
2015,1,Oregon,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Hispanic
2015,1,Oregon,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Male
2015,1,Oregon,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Multiracial
2015,1,Oregon,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Other
2015,1,Oregon,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Overall,Overall
2015,1,Oregon,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Caucasian
2015,1,Pennsylvania,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,African American
2015,1,Pennsylvania,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2015,1,Pennsylvania,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,Hispanic
2015,1,Pennsylvania,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2015,1,Pennsylvania,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Multiracial
2015,1,Pennsylvania,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Other
2015,1,Pennsylvania,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2015,1,Pennsylvania,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2015,1,Puerto Rico,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,1,Puerto Rico,Median daily frequency of vegetable consumption among adults aged >= 18 years,0.9,Gender,Female
2015,1,Puerto Rico,Median daily frequency of vegetable consumption among adults aged >= 18 years,0.9,Race/Ethnicity,Hispanic
2015,1,Puerto Rico,Median daily frequency of vegetable consumption among adults aged >= 18 years,0.9,Gender,Male
2015,1,Puerto Rico,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2015,1,Puerto Rico,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Other
2015,1,Puerto Rico,Median daily frequency of vegetable consumption among adults aged >= 18 years,0.9,Overall,Overall
2015,1,Puerto Rico,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Caucasian
2015,1,Rhode Island,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,African American
2015,1,Rhode Island,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Gender,Female
2015,1,Rhode Island,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,Hispanic
2015,1,Rhode Island,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2015,1,Rhode Island,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Multiracial
2015,1,Rhode Island,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Other
2015,1,Rhode Island,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2015,1,Rhode Island,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2015,1,South Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,0.9,Race/Ethnicity,African American
2015,1,South Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Female
2015,1,South Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Hispanic
2015,1,South Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Gender,Male
2015,1,South Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Multiracial
2015,1,South Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Other
2015,1,South Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2015,1,South Carolina,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2015,1,South Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,1,South Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2015,1,South Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Hispanic
2015,1,South Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Gender,Male
2015,1,South Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,0.9,Race/Ethnicity,Multiracial
2015,1,South Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Other
2015,1,South Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2015,1,South Dakota,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2015,1,Tennessee,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,African American
2015,1,Tennessee,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2015,1,Tennessee,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Hispanic
2015,1,Tennessee,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2015,1,Tennessee,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Multiracial
2015,1,Tennessee,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2015,1,Tennessee,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2015,1,Tennessee,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2015,1,Texas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,African American
2015,1,Texas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Gender,Female
2015,1,Texas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2015,1,Texas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Gender,Male
2015,1,Texas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Multiracial
2015,1,Texas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Other
2015,1,Texas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2015,1,Texas,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Caucasian
2015,1,United States,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Gender,Female
2015,1,United States,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2015,1,United States,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2015,1,Utah,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,1,Utah,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Gender,Female
2015,1,Utah,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,Hispanic
2015,1,Utah,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2015,1,Utah,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Multiracial
2015,1,Utah,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2015,1,Utah,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2015,1,Utah,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2015,1,Vermont,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,1,Vermont,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.8,Gender,Female
2015,1,Vermont,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Race/Ethnicity,Hispanic
2015,1,Vermont,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Male
2015,1,Vermont,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Race/Ethnicity,Multiracial
2015,1,Vermont,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2015,1,Vermont,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Overall,Overall
2015,1,Vermont,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Caucasian
2015,1,Virgin Islands,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,1,Virgin Islands,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Gender,Female
2015,1,Virgin Islands,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Hispanic
2015,1,Virgin Islands,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Gender,Male
2015,1,Virgin Islands,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2015,1,Virgin Islands,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Other
2015,1,Virgin Islands,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Overall,Overall
2015,1,Virgin Islands,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Caucasian
2015,1,Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,African American
2015,1,Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Gender,Female
2015,1,Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Hispanic
2015,1,Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2015,1,Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Multiracial
2015,1,Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Other
2015,1,Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2015,1,Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2015,1,Washington,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,African American
2015,1,Washington,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.7,Gender,Female
2015,1,Washington,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Hispanic
2015,1,Washington,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Male
2015,1,Washington,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Race/Ethnicity,Multiracial
2015,1,Washington,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Other
2015,1,Washington,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Overall,Overall
2015,1,Washington,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Race/Ethnicity,Caucasian
2015,1,West Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Race/Ethnicity,African American
2015,1,West Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Gender,Female
2015,1,West Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Hispanic
2015,1,West Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Gender,Male
2015,1,West Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Multiracial
2015,1,West Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1,Race/Ethnicity,Other
2015,1,West Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2015,1,West Virginia,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2015,1,Wisconsin,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,African American
2015,1,Wisconsin,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.5,Gender,Female
2015,1,Wisconsin,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Hispanic
2015,1,Wisconsin,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.2,Gender,Male
2015,1,Wisconsin,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Multiracial
2015,1,Wisconsin,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Other
2015,1,Wisconsin,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Overall,Overall
2015,1,Wisconsin,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Race/Ethnicity,Caucasian
2015,1,Wyoming,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,African American
2015,1,Wyoming,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.6,Gender,Female
2015,1,Wyoming,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Hispanic
2015,1,Wyoming,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.3,Gender,Male
2015,1,Wyoming,Median daily frequency of vegetable consumption among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2015,1,Wyoming,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.1,Race/Ethnicity,Other
2015,1,Wyoming,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Overall,Overall
2015,1,Wyoming,Median daily frequency of vegetable consumption among adults aged >= 18 years,1.4,Race/Ethnicity,Caucasian
2015,2,Alabama,Obesity among adults aged >= 18 years,46.75,Race/Ethnicity,African American
2015,2,Alabama,Obesity among adults aged >= 18 years,36.7,Gender,Female
2015,2,Alabama,Obesity among adults aged >= 18 years,29.85,Race/Ethnicity,Hispanic
2015,2,Alabama,Obesity among adults aged >= 18 years,34.9,Gender,Male
2015,2,Alabama,Obesity among adults aged >= 18 years,38.6,Race/Ethnicity,Multiracial
2015,2,Alabama,Obesity among adults aged >= 18 years,23,Race/Ethnicity,Other
2015,2,Alabama,Obesity among adults aged >= 18 years,35.75,Overall,Overall
2015,2,Alabama,Obesity among adults aged >= 18 years,32.35,Race/Ethnicity,Caucasian
2015,2,Alaska,Obesity among adults aged >= 18 years,39.2,Race/Ethnicity,African American
2015,2,Alaska,Obesity among adults aged >= 18 years,30.55,Gender,Female
2015,2,Alaska,Obesity among adults aged >= 18 years,24.7,Race/Ethnicity,Hispanic
2015,2,Alaska,Obesity among adults aged >= 18 years,29.6,Gender,Male
2015,2,Alaska,Obesity among adults aged >= 18 years,31.6,Race/Ethnicity,Multiracial
2015,2,Alaska,Obesity among adults aged >= 18 years,36.95,Race/Ethnicity,Other
2015,2,Alaska,Obesity among adults aged >= 18 years,30.05,Overall,Overall
2015,2,Alaska,Obesity among adults aged >= 18 years,28.3,Race/Ethnicity,Caucasian
2015,2,Arizona,Obesity among adults aged >= 18 years,32.1,Race/Ethnicity,African American
2015,2,Arizona,Obesity among adults aged >= 18 years,27.3,Gender,Female
2015,2,Arizona,Obesity among adults aged >= 18 years,36.1,Race/Ethnicity,Hispanic
2015,2,Arizona,Obesity among adults aged >= 18 years,29.85,Gender,Male
2015,2,Arizona,Obesity among adults aged >= 18 years,30.7,Race/Ethnicity,Multiracial
2015,2,Arizona,Obesity among adults aged >= 18 years,28.5,Race/Ethnicity,Other
2015,2,Arizona,Obesity among adults aged >= 18 years,28.65,Overall,Overall
2015,2,Arizona,Obesity among adults aged >= 18 years,25.4,Race/Ethnicity,Caucasian
2015,2,Arkansas,Obesity among adults aged >= 18 years,40.9,Race/Ethnicity,African American
2015,2,Arkansas,Obesity among adults aged >= 18 years,34.05,Gender,Female
2015,2,Arkansas,Obesity among adults aged >= 18 years,35.1,Race/Ethnicity,Hispanic
2015,2,Arkansas,Obesity among adults aged >= 18 years,35.2,Gender,Male
2015,2,Arkansas,Obesity among adults aged >= 18 years,43,Race/Ethnicity,Multiracial
2015,2,Arkansas,Obesity among adults aged >= 18 years,28.9,Race/Ethnicity,Other
2015,2,Arkansas,Obesity among adults aged >= 18 years,34.65,Overall,Overall
2015,2,Arkansas,Obesity among adults aged >= 18 years,33.4,Race/Ethnicity,Caucasian
2015,2,California,Obesity among adults aged >= 18 years,31.15,Race/Ethnicity,African American
2015,2,California,Obesity among adults aged >= 18 years,23.7,Gender,Female
2015,2,California,Obesity among adults aged >= 18 years,31.7,Race/Ethnicity,Hispanic
2015,2,California,Obesity among adults aged >= 18 years,24.7,Gender,Male
2015,2,California,Obesity among adults aged >= 18 years,27.15,Race/Ethnicity,Multiracial
2015,2,California,Obesity among adults aged >= 18 years,11.6,Race/Ethnicity,Other
2015,2,California,Obesity among adults aged >= 18 years,24.25,Overall,Overall
2015,2,California,Obesity among adults aged >= 18 years,22,Race/Ethnicity,Caucasian
2015,2,Colorado,Obesity among adults aged >= 18 years,23.2,Race/Ethnicity,African American
2015,2,Colorado,Obesity among adults aged >= 18 years,20.15,Gender,Female
2015,2,Colorado,Obesity among adults aged >= 18 years,27.95,Race/Ethnicity,Hispanic
2015,2,Colorado,Obesity among adults aged >= 18 years,20.25,Gender,Male
2015,2,Colorado,Obesity among adults aged >= 18 years,28.45,Race/Ethnicity,Multiracial
2015,2,Colorado,Obesity among adults aged >= 18 years,13.1,Race/Ethnicity,Other
2015,2,Colorado,Obesity among adults aged >= 18 years,20.2,Overall,Overall
2015,2,Colorado,Obesity among adults aged >= 18 years,18.5,Race/Ethnicity,Caucasian
2015,2,Connecticut,Obesity among adults aged >= 18 years,36.75,Race/Ethnicity,African American
2015,2,Connecticut,Obesity among adults aged >= 18 years,23.75,Gender,Female
2015,2,Connecticut,Obesity among adults aged >= 18 years,30.5,Race/Ethnicity,Hispanic
2015,2,Connecticut,Obesity among adults aged >= 18 years,26.5,Gender,Male
2015,2,Connecticut,Obesity among adults aged >= 18 years,33.5,Race/Ethnicity,Multiracial
2015,2,Connecticut,Obesity among adults aged >= 18 years,13.85,Race/Ethnicity,Other
2015,2,Connecticut,Obesity among adults aged >= 18 years,25.15,Overall,Overall
2015,2,Connecticut,Obesity among adults aged >= 18 years,23.4,Race/Ethnicity,Caucasian
2015,2,Delaware,Obesity among adults aged >= 18 years,32.8,Race/Ethnicity,African American
2015,2,Delaware,Obesity among adults aged >= 18 years,31.05,Gender,Female
2015,2,Delaware,Obesity among adults aged >= 18 years,36.85,Race/Ethnicity,Hispanic
2015,2,Delaware,Obesity among adults aged >= 18 years,28.15,Gender,Male
2015,2,Delaware,Obesity among adults aged >= 18 years,0,Race/Ethnicity,Multiracial
2015,2,Delaware,Obesity among adults aged >= 18 years,16.6,Race/Ethnicity,Other
2015,2,Delaware,Obesity among adults aged >= 18 years,29.6,Overall,Overall
2015,2,Delaware,Obesity among adults aged >= 18 years,29.2,Race/Ethnicity,Caucasian
2015,2,District of Columbia,Obesity among adults aged >= 18 years,34.95,Race/Ethnicity,African American
2015,2,District of Columbia,Obesity among adults aged >= 18 years,27.15,Gender,Female
2015,2,District of Columbia,Obesity among adults aged >= 18 years,20.05,Race/Ethnicity,Hispanic
2015,2,District of Columbia,Obesity among adults aged >= 18 years,18.3,Gender,Male
2015,2,District of Columbia,Obesity among adults aged >= 18 years,10.3,Race/Ethnicity,Multiracial
2015,2,District of Columbia,Obesity among adults aged >= 18 years,11.1,Race/Ethnicity,Other
2015,2,District of Columbia,Obesity among adults aged >= 18 years,22.8,Overall,Overall
2015,2,District of Columbia,Obesity among adults aged >= 18 years,10.3,Race/Ethnicity,Caucasian
2015,2,Florida,Obesity among adults aged >= 18 years,35.45,Race/Ethnicity,African American
2015,2,Florida,Obesity among adults aged >= 18 years,25.75,Gender,Female
2015,2,Florida,Obesity among adults aged >= 18 years,26,Race/Ethnicity,Hispanic
2015,2,Florida,Obesity among adults aged >= 18 years,27.55,Gender,Male
2015,2,Florida,Obesity among adults aged >= 18 years,26.3,Race/Ethnicity,Multiracial
2015,2,Florida,Obesity among adults aged >= 18 years,11.95,Race/Ethnicity,Other
2015,2,Florida,Obesity among adults aged >= 18 years,26.65,Overall,Overall
2015,2,Florida,Obesity among adults aged >= 18 years,25.65,Race/Ethnicity,Caucasian
2015,2,Georgia,Obesity among adults aged >= 18 years,37.4,Race/Ethnicity,African American
2015,2,Georgia,Obesity among adults aged >= 18 years,32.2,Gender,Female
